Turning Movement Count,
15 Minute Counts,
DATE,TIME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR
11/21/2025,="2215",2,21,12,2,15,13,24,15,37,10,7,92,22,
11/21/2025,="2230",2,20,14,9,10,16,25,9,40,6,4,69,16,
11/21/2025,="2245",2,12,10,3,17,14,22,11,27,6,4,59,13,
11/21/2025,="2300",2,13,10,7,10,18,27,14,39,1,3,57,8,
11/21/2025,="2315",2,10,9,7,6,10,12,11,36,1,7,62,11,
11/21/2025,="2330",2,14,9,6,3,6,14,7,28,4,5,45,11,
11/21/2025,="2345",2,8,4,2,7,6,3,7,31,3,4,47,2,
11/22/2025,="0000",2,9,8,5,5,3,8,7,28,3,1,34,6,
11/22/2025,="0015",2,10,2,3,1,2,11,3,25,6,2,32,4,
11/22/2025,="0030",2,6,1,3,2,3,4,5,17,2,1,17,5,
11/22/2025,="0045",2,4,3,2,3,4,3,5,26,2,2,22,4,
11/22/2025,="0100",2,2,4,3,6,2,1,6,25,6,0,22,6,
11/22/2025,="0115",2,2,1,0,1,4,4,6,19,0,3,17,4,
11/22/2025,="0130",2,3,5,2,3,2,6,4,27,6,3,20,3,
11/22/2025,="0145",2,3,3,3,2,2,0,7,30,6,1,17,5,
11/22/2025,="0200",2,3,4,4,4,0,0,2,34,5,0,14,4,
11/22/2025,="0215",2,2,2,1,0,2,7,3,20,2,0,12,1,
11/22/2025,="0230",2,3,2,0,1,0,4,3,12,0,0,20,0,
11/22/2025,="0245",2,1,1,0,3,3,6,2,8,2,1,12,2,
11/22/2025,="0300",2,4,2,3,0,0,5,0,11,2,0,15,2,
11/22/2025,="0315",2,1,0,0,1,0,3,4,9,3,0,14,0,
11/22/2025,="0330",2,0,0,0,3,3,7,1,13,0,1,37,3,
11/22/2025,="0345",2,3,3,0,4,2,7,0,11,0,1,36,1,
11/22/2025,="0400",2,2,1,3,2,0,3,4,18,2,0,20,1,
11/22/2025,="0415",2,3,0,4,0,1,8,0,19,1,0,31,5,
11/22/2025,="0430",2,4,0,3,3,3,11,8,27,4,2,50,6,
11/22/2025,="0445",2,8,2,1,3,0,14,1,40,2,0,78,3,
11/22/2025,="0500",2,8,2,4,3,0,11,5,47,4,1,29,5,
11/22/2025,="0515",2,1,4,5,1,4,7,8,34,4,0,15,3,
11/22/2025,="0530",2,1,4,2,4,2,4,7,43,9,2,28,3,
11/22/2025,="0545",2,1,10,2,5,5,10,12,45,3,1,21,7,
11/22/2025,="0600",2,5,10,6,11,2,9,14,53,4,3,23,11,
11/22/2025,="0615",2,3,7,7,9,12,7,12,51,7,4,31,11,
11/22/2025,="0630",2,2,10,10,9,7,17,15,68,8,12,42,19,
11/22/2025,="0645",2,9,11,10,11,11,22,17,66,15,10,50,9,
11/22/2025,="0700",2,11,12,11,16,9,11,16,67,9,11,61,8,
11/22/2025,="0715",2,22,22,17,16,17,18,28,103,9,6,69,10,
11/22/2025,="0730",2,16,27,12,23,13,10,26,121,8,7,74,10,
11/22/2025,="0745",2,22,30,23,22,18,22,28,106,6,7,79,18,
11/22/2025,="0800",2,25,22,16,24,20,20,31,145,7,7,65,14,
11/22/2025,="0815",2,16,33,22,28,37,15,33,155,6,8,84,19,
11/22/2025,="0830",2,29,27,25,32,47,26,40,180,15,13,73,15,
11/22/2025,="0845",2,33,43,31,48,24,30,48,242,26,13,99,22,
11/22/2025,="0900",2,28,44,18,46,38,32,39,177,25,7,96,20,
11/22/2025,="0915",2,39,49,26,33,44,28,39,230,29,14,117,19,
11/22/2025,="0930",2,34,46,26,48,44,32,57,229,16,22,116,21,
11/22/2025,="0945",2,27,61,20,59,32,40,59,253,16,18,155,33,
11/22/2025,="1000",2,29,38,38,58,58,37,43,217,22,29,143,28,
11/22/2025,="1015",2,43,45,37,71,47,50,40,235,25,30,131,33,
11/22/2025,="1030",2,45,47,25,52,42,53,45,207,24,18,122,32,
11/22/2025,="1045",2,38,43,25,67,62,53,50,244,27,19,149,35,
11/22/2025,="1100",2,41,50,22,69,45,53,58,224,25,28,176,36,
11/22/2025,="1115",2,27,58,25,50,85,48,46,246,19,15,150,38,
11/22/2025,="1130",2,43,49,20,59,61,64,52,265,22,21,168,37,
11/22/2025,="1145",2,47,69,37,64,69,48,46,247,23,20,167,36,
11/22/2025,="1200",2,54,64,33,75,62,47,51,239,16,25,183,47,
11/22/2025,="1215",2,59,57,35,59,67,53,43,225,21,24,162,32,
11/22/2025,="1230",2,34,55,14,53,66,43,50,207,21,17,197,36,
11/22/2025,="1245",2,45,51,18,47,52,61,49,217,24,24,210,42,
11/22/2025,="1300",2,48,40,24,66,68,68,38,198,18,22,179,32,
11/22/2025,="1315",2,46,43,21,60,47,57,42,195,26,18,195,37,
11/22/2025,="1330",2,61,64,37,57,69,50,45,185,21,20,192,35,
11/22/2025,="1345",2,38,42,17,62,54,47,43,214,14,25,210,38,
11/22/2025,="1400",2,44,57,18,55,49,58,46,180,18,18,193,35,
11/22/2025,="1415",2,58,40,15,52,47,48,30,223,20,13,180,35,
11/22/2025,="1430",2,40,56,17,45,49,35,50,193,16,23,220,22,
11/22/2025,="1445",2,44,50,19,52,65,57,24,160,17,21,167,31,
11/22/2025,="1500",2,35,43,7,55,62,46,27,186,18,13,212,32,
11/22/2025,="1515",2,54,36,24,38,59,57,37,138,24,19,159,20,
11/22/2025,="1530",2,36,44,16,45,41,39,39,202,14,24,202,32,
11/22/2025,="1545",2,50,50,27,46,45,45,36,186,18,23,167,30,
11/22/2025,="1600",2,38,53,26,46,61,57,36,164,20,15,156,34,
11/22/2025,="1615",2,32,43,19,40,66,45,43,166,22,25,214,33,
11/22/2025,="1630",2,50,65,30,53,50,35,58,202,28,13,171,23,
11/22/2025,="1645",2,53,59,25,49,44,37,57,197,25,17,203,37,
11/22/2025,="1700",2,25,52,49,23,34,56,45,171,20,17,172,42,
11/22/2025,="1715",2,43,40,16,33,38,48,56,225,16,10,163,35,
11/22/2025,="1730",2,42,67,24,34,32,44,54,219,18,7,107,54,
11/22/2025,="1745",2,41,30,16,45,38,31,53,190,16,10,113,49,
11/22/2025,="1800",2,22,27,10,38,26,36,29,207,20,11,120,41,
11/22/2025,="1815",2,28,47,12,48,38,44,40,132,17,12,110,57,
11/22/2025,="1830",2,33,34,13,37,42,63,34,129,15,15,103,56,
11/22/2025,="1845",2,45,33,19,30,37,34,28,126,14,7,113,36,
11/22/2025,="1900",2,32,30,22,25,27,43,22,110,12,10,106,44,
11/22/2025,="1915",2,32,24,14,24,32,50,24,121,9,9,122,39,
11/22/2025,="1930",2,26,33,12,21,26,45,20,118,7,7,99,27,
11/22/2025,="1945",2,25,25,9,24,20,52,13,77,12,9,123,38,
11/22/2025,="2000",2,23,18,16,19,27,57,18,88,8,5,110,43,
11/22/2025,="2015",2,24,25,14,24,20,32,23,95,1,9,132,42,
11/22/2025,="2030",2,29,22,9,23,30,37,16,88,9,8,99,35,
11/22/2025,="2045",2,21,20,9,18,16,37,13,80,3,7,103,30,
11/22/2025,="2100",2,20,16,5,24,15,38,19,86,2,7,109,29,
11/22/2025,="2115",2,14,25,10,14,22,40,19,56,6,7,79,20,
11/22/2025,="2130",2,13,18,6,16,15,24,18,71,13,4,80,16,
11/22/2025,="2145",2,16,27,6,10,13,21,19,57,1,8,76,35,
11/22/2025,="2200",2,23,18,12,13,20,22,15,55,4,7,78,22,
11/22/2025,="2215",2,16,17,5,19,12,32,9,52,2,8,87,21,
11/22/2025,="2230",2,10,10,5,5,8,18,9,49,3,3,53,19,
11/22/2025,="2245",2,8,8,5,9,13,14,8,31,5,1,56,13,
11/22/2025,="2300",2,11,12,5,10,10,15,18,42,5,3,46,12,
11/22/2025,="2315",2,8,11,4,11,6,8,6,34,4,2,42,12,
11/22/2025,="2330",2,12,9,5,5,13,10,7,20,4,4,42,8,
11/22/2025,="2345",2,4,6,3,4,4,13,8,27,3,5,47,6,
11/16/2025,="0000",4,10,17,16,1,14,18,4,34,13,11,57,28,
11/16/2025,="0015",4,5,17,13,0,9,12,2,27,3,4,57,25,
11/16/2025,="0030",4,6,9,10,0,13,10,6,31,0,5,45,28,
11/16/2025,="0045",4,4,6,4,1,10,13,2,35,5,5,34,11,
11/16/2025,="0100",4,1,5,7,3,5,9,2,24,1,6,49,22,
11/16/2025,="0115",4,5,7,3,0,9,10,3,25,3,6,42,26,
11/16/2025,="0130",4,3,6,14,2,8,8,3,25,1,7,33,12,
11/16/2025,="0145",4,7,5,6,1,5,9,0,16,3,7,28,10,
11/16/2025,="0200",4,1,2,5,0,4,9,0,16,4,3,25,11,
11/16/2025,="0215",4,1,1,4,0,7,5,0,22,3,2,25,12,
11/16/2025,="0230",4,2,4,5,0,5,7,1,10,1,3,23,6,
11/16/2025,="0245",4,0,6,8,0,1,4,0,7,1,3,22,13,
11/16/2025,="0300",4,1,1,1,0,10,5,0,13,0,2,20,9,
11/16/2025,="0315",4,0,4,0,1,2,5,1,3,0,5,21,8,
11/16/2025,="0330",4,0,2,1,2,3,4,0,11,0,1,13,7,
11/16/2025,="0345",4,0,3,0,2,3,2,3,10,2,2,9,2,
11/16/2025,="0400",4,0,2,4,0,5,1,1,7,5,0,15,2,
11/16/2025,="0415",4,0,0,4,0,5,2,2,11,4,0,11,8,
11/16/2025,="0430",4,1,1,1,0,3,2,1,11,2,4,11,7,
11/16/2025,="0445",4,0,7,0,1,3,3,4,15,2,5,6,7,
11/16/2025,="0500",4,1,4,3,1,6,4,4,10,0,0,12,8,
11/16/2025,="0515",4,1,2,1,2,5,6,2,7,1,6,8,1,
11/16/2025,="0530",4,0,3,5,0,5,2,0,17,3,8,12,9,
11/16/2025,="0545",4,0,3,3,0,9,1,2,20,3,6,8,3,
11/16/2025,="0600",4,2,3,4,0,4,2,2,22,3,2,5,4,
11/16/2025,="0615",4,1,1,6,1,10,3,1,19,1,1,9,4,
11/16/2025,="0630",4,2,5,7,0,1,3,6,46,6,3,9,4,
11/16/2025,="0645",4,1,14,16,0,11,2,10,31,8,4,10,10,
11/16/2025,="0700",4,1,16,3,0,8,11,8,30,10,2,35,14,
11/16/2025,="0715",4,2,8,16,0,12,6,10,58,5,4,26,10,
11/16/2025,="0730",4,0,18,14,0,11,11,8,49,5,4,24,19,
11/16/2025,="0745",4,1,16,13,4,14,14,19,51,9,1,34,3,
11/16/2025,="0800",4,4,21,9,0,21,9,12,70,6,12,26,1,
11/16/2025,="0815",4,4,23,17,5,15,13,29,68,9,1,32,3,
11/16/2025,="0830",4,2,29,18,29,15,16,21,73,13,7,28,1,
11/16/2025,="0845",4,11,23,19,15,23,12,33,240,32,7,39,6,
11/16/2025,="0900",4,7,38,21,6,20,26,*,*,*,10,41,9,
11/16/2025,="0915",4,10,43,16,14,14,17,26,150,9,13,54,2,
11/16/2025,="0930",4,7,35,32,8,26,20,29,159,24,21,70,4,
11/16/2025,="0945",4,17,43,30,13,33,31,34,188,20,13,65,5,
11/16/2025,="1000",4,12,40,32,10,45,24,26,199,29,17,73,6,
11/16/2025,="1015",4,20,49,25,8,39,31,34,229,22,13,61,9,
11/16/2025,="1030",4,9,56,34,14,48,28,31,234,24,11,87,8,
11/16/2025,="1045",4,14,46,44,13,48,31,28,227,32,20,107,10,
11/16/2025,="1100",4,15,51,50,18,57,37,42,218,31,14,116,5,
11/16/2025,="1115",4,23,60,31,4,45,44,38,216,32,23,111,8,
11/16/2025,="1130",4,28,68,33,17,82,43,46,231,43,24,159,5,
11/16/2025,="1145",4,29,64,37,19,51,49,44,192,28,38,140,6,
11/16/2025,="1200",4,20,52,33,22,53,57,32,212,33,26,163,9,
11/16/2025,="1215",4,21,46,34,17,72,49,34,252,29,33,211,9,
11/16/2025,="1230",4,24,42,43,16,67,43,38,249,30,34,196,13,
11/16/2025,="1245",4,33,59,37,16,88,56,40,204,34,50,200,10,
11/16/2025,="1300",4,31,56,37,18,76,47,47,233,47,40,225,10,
11/16/2025,="1315",4,27,63,34,20,100,64,45,201,44,40,222,8,
11/16/2025,="1330",4,37,66,37,17,79,48,42,219,43,38,252,21,
11/16/2025,="1345",4,43,82,45,14,78,58,42,227,36,37,225,15,
11/16/2025,="1400",4,31,54,39,19,70,56,40,222,35,34,243,10,
11/16/2025,="1415",4,39,52,39,14,70,62,32,196,25,34,211,12,
11/16/2025,="1430",4,44,66,41,15,77,69,43,206,25,37,246,12,
11/16/2025,="1445",4,23,64,34,23,59,46,39,208,41,25,208,13,
11/16/2025,="1500",4,28,68,35,19,84,58,35,166,41,40,245,9,
11/16/2025,="1515",4,24,54,39,13,61,49,33,238,26,26,255,7,
11/16/2025,="1530",4,36,62,27,17,72,56,38,191,25,22,176,13,
11/16/2025,="1545",4,33,64,34,9,69,46,46,189,27,43,212,10,
11/16/2025,="1600",4,31,56,35,10,77,42,34,209,26,29,209,6,
11/16/2025,="1615",4,28,57,30,17,78,55,63,195,21,36,192,17,
11/16/2025,="1630",4,27,48,41,15,55,45,46,191,42,45,237,6,
11/16/2025,="1645",4,22,49,32,10,70,50,43,161,37,40,185,13,
11/16/2025,="1700",4,35,38,46,14,32,57,73,200,46,58,228,16,
11/16/2025,="1715",4,37,35,43,29,61,65,48,176,26,74,188,34,
11/16/2025,="1730",4,23,43,40,25,40,54,27,244,35,92,174,80,
11/16/2025,="1745",4,23,44,41,15,85,42,23,198,31,38,181,29,
11/16/2025,="1800",4,2,21,40,5,42,58,7,26,31,12,53,89,
11/16/2025,="1815",4,18,28,37,5,47,57,33,120,40,16,126,91,
11/16/2025,="1830",4,34,61,42,7,58,70,29,151,38,30,195,82,
11/16/2025,="1845",4,21,52,37,15,52,50,40,173,36,34,197,96,
11/16/2025,="1900",4,29,46,42,9,50,59,34,118,29,38,199,92,
11/16/2025,="1915",4,15,36,42,15,32,52,26,137,35,30,241,88,
11/16/2025,="1930",4,31,37,34,8,43,80,38,106,35,22,164,67,
11/16/2025,="1945",4,32,36,31,7,61,72,22,100,22,23,196,77,
11/16/2025,="2000",4,19,35,27,13,56,47,34,92,35,24,159,72,
11/16/2025,="2015",4,17,41,26,5,49,60,18,105,32,17,176,78,
11/16/2025,="2030",4,15,32,27,5,49,40,22,87,25,12,121,57,
11/16/2025,="2045",4,13,24,18,8,43,35,27,81,30,16,114,49,
11/16/2025,="2100",4,13,20,11,5,45,48,22,70,17,14,118,44,
11/16/2025,="2115",4,9,24,25,2,27,48,9,75,16,16,122,61,
11/16/2025,="2130",4,17,24,18,5,31,43,16,61,21,13,101,45,
11/16/2025,="2145",4,11,17,17,3,31,34,18,59,15,12,81,31,
11/16/2025,="2200",4,9,20,11,11,26,38,17,63,10,9,87,46,
11/16/2025,="2215",4,6,22,11,2,25,38,16,52,17,5,80,30,
11/16/2025,="2230",4,5,16,6,4,24,33,10,32,9,9,74,27,
11/16/2025,="2245",4,5,18,12,2,23,20,6,60,7,10,64,28,
11/16/2025,="2300",4,8,14,12,7,24,25,6,31,3,8,64,31,
11/16/2025,="2315",4,9,2,5,1,11,12,9,39,4,6,69,25,
11/16/2025,="2330",4,6,3,2,2,11,15,4,32,6,3,42,15,
11/16/2025,="2345",4,3,7,11,2,10,15,3,24,4,2,40,14,
11/17/2025,="0000",4,1,7,5,6,5,11,2,17,4,4,36,19,
11/17/2025,="0015",4,1,4,4,1,10,12,2,16,4,4,32,9,
11/17/2025,="0030",4,5,3,5,0,4,1,3,20,5,3,24,9,
11/17/2025,="0045",4,0,2,2,0,3,6,0,13,2,2,15,8,
11/17/2025,="0100",4,1,1,1,4,2,2,3,14,5,1,20,8,
11/17/2025,="0115",4,2,2,3,0,3,9,0,13,0,0,29,14,
11/17/2025,="0130",4,4,2,1,2,2,4,2,14,1,4,10,8,
11/17/2025,="0145",4,1,2,2,0,2,6,2,6,0,2,17,7,
11/17/2025,="0200",4,0,0,3,0,3,6,2,7,0,3,9,5,
11/17/2025,="0215",4,0,2,2,0,1,3,2,10,2,0,6,3,
11/17/2025,="0230",4,0,0,1,0,2,0,0,7,2,1,8,3,
11/17/2025,="0245",4,2,1,0,0,0,3,6,6,0,1,7,3,
11/17/2025,="0300",4,1,2,2,1,1,3,1,4,1,0,6,4,
11/17/2025,="0315",4,0,4,1,0,0,4,2,6,0,1,6,4,
11/17/2025,="0330",4,0,0,3,0,4,0,0,8,4,0,5,2,
11/17/2025,="0345",4,1,0,0,0,2,2,1,18,2,3,7,4,
11/17/2025,="0400",4,0,4,5,0,4,3,0,8,7,1,9,4,
11/17/2025,="0415",4,0,2,2,0,2,1,0,14,1,2,5,3,
11/17/2025,="0430",4,0,3,1,0,2,3,0,21,1,2,9,6,
11/17/2025,="0445",4,0,5,8,1,5,2,5,19,6,4,9,4,
11/17/2025,="0500",4,0,3,1,1,5,5,0,27,2,2,10,5,
11/17/2025,="0515",4,0,3,3,2,4,6,6,25,1,1,13,7,
11/17/2025,="0530",4,1,7,14,3,13,6,4,50,6,8,6,8,
11/17/2025,="0545",4,5,9,10,2,12,5,8,76,12,5,13,10,
11/17/2025,="0600",4,1,14,19,2,10,6,7,80,11,3,22,16,
11/17/2025,="0615",4,2,13,19,2,20,7,8,91,19,5,33,20,
11/17/2025,="0630",4,8,13,26,1,7,15,22,168,18,4,51,27,
11/17/2025,="0645",4,6,29,36,3,19,21,20,175,15,9,56,41,
11/17/2025,="0700",4,4,20,35,5,19,13,27,163,23,15,62,30,
11/17/2025,="0715",4,11,20,42,8,35,19,32,211,51,16,70,44,
11/17/2025,="0730",4,14,38,48,7,44,36,18,263,56,17,105,46,
11/17/2025,="0745",4,5,50,62,8,40,32,16,266,47,8,82,44,
11/17/2025,="0800",4,14,51,64,9,58,23,39,361,40,24,151,17,
11/17/2025,="0815",4,21,100,74,20,55,35,40,329,40,40,151,48,
11/17/2025,="0830",4,28,105,109,29,79,42,45,296,25,30,162,39,
11/17/2025,="0845",4,31,110,130,30,79,29,47,218,28,45,156,34,
11/17/2025,="0900",4,29,91,108,30,66,31,42,222,32,35,107,46,
11/17/2025,="0915",4,18,92,124,21,56,16,37,246,27,17,113,25,
11/17/2025,="0930",4,36,102,84,25,61,30,48,237,33,27,156,23,
11/17/2025,="0945",4,31,110,80,12,75,29,59,264,35,34,154,20,
11/17/2025,="1000",4,21,83,54,22,47,26,47,239,44,24,162,16,
11/17/2025,="1015",4,20,90,49,17,57,33,50,183,37,27,121,9,
11/17/2025,="1030",4,22,75,43,17,37,36,41,233,51,30,138,10,
11/17/2025,="1045",4,37,63,65,21,46,35,34,244,54,25,164,10,
11/17/2025,="1100",4,31,56,32,10,61,36,42,208,35,35,143,15,
11/17/2025,="1115",4,32,53,36,23,43,42,39,196,48,25,161,12,
11/17/2025,="1130",4,36,60,55,31,71,48,27,189,50,30,167,12,
11/17/2025,="1145",4,37,63,50,29,44,44,44,218,42,33,196,18,
11/17/2025,="1200",4,31,67,45,26,78,43,40,196,27,29,167,19,
11/17/2025,="1215",4,19,50,37,22,64,41,32,218,35,35,207,16,
11/17/2025,="1230",4,36,64,43,30,77,58,26,206,51,25,187,13,
11/17/2025,="1245",4,40,53,35,29,73,45,38,198,44,43,206,16,
11/17/2025,="1300",4,28,55,38,39,75,52,45,219,41,28,200,21,
11/17/2025,="1315",4,46,72,44,23,90,51,42,152,35,41,190,28,
11/17/2025,="1330",4,27,66,39,32,73,47,39,214,40,33,211,26,
11/17/2025,="1345",4,40,73,42,35,65,52,41,194,47,33,163,21,
11/17/2025,="1400",4,33,71,43,27,61,39,43,185,31,37,187,25,
11/17/2025,="1415",4,31,69,44,22,63,44,42,196,42,41,198,24,
11/17/2025,="1430",4,36,58,42,24,67,39,34,212,43,32,206,16,
11/17/2025,="1445",4,26,66,38,25,64,69,31,204,23,34,227,13,
11/17/2025,="1500",4,36,46,34,23,101,55,40,183,38,40,211,15,
11/17/2025,="1515",4,33,47,37,20,62,57,43,234,40,60,246,10,
11/17/2025,="1530",4,43,73,40,47,97,51,33,182,30,65,238,22,
11/17/2025,="1545",4,26,72,41,24,92,46,25,209,42,49,236,18,
11/17/2025,="1600",4,26,71,35,29,100,53,48,175,38,61,232,21,
11/17/2025,="1615",4,37,69,32,32,112,50,66,212,43,45,256,24,
11/17/2025,="1630",4,30,65,36,27,108,55,54,183,58,58,241,26,
11/17/2025,="1645",4,37,69,40,30,100,71,40,175,46,58,260,13,
11/17/2025,="1700",4,42,47,38,45,65,51,45,153,50,80,257,17,
11/17/2025,="1715",4,39,55,36,53,75,48,30,166,46,121,237,39,
11/17/2025,="1730",4,51,60,34,45,108,25,33,197,41,87,277,27,
11/17/2025,="1745",4,44,53,36,31,114,62,42,208,41,57,297,17,
11/17/2025,="1800",4,11,19,43,6,48,35,13,48,66,1,49,27,
11/17/2025,="1815",4,34,50,64,24,94,37,25,129,67,56,226,8,
11/17/2025,="1830",4,47,56,49,23,81,34,30,185,58,93,261,13,
11/17/2025,="1845",4,33,71,43,17,87,42,36,165,68,62,306,16,
11/17/2025,="1900",4,30,53,53,16,81,59,34,168,62,48,257,22,
11/17/2025,="1915",4,23,60,24,24,73,57,34,167,51,43,250,27,
11/17/2025,="1930",4,29,45,41,21,63,48,45,133,43,33,226,21,
11/17/2025,="1945",4,32,38,34,18,62,46,40,139,46,36,200,13,
11/17/2025,="2000",4,23,42,29,11,72,43,33,125,41,36,170,10,
11/17/2025,="2015",4,25,39,21,14,44,36,28,113,27,32,160,18,
11/17/2025,="2030",4,20,33,27,16,53,42,24,95,25,26,225,11,
11/17/2025,="2045",4,17,38,27,7,46,47,25,76,18,21,131,7,
11/17/2025,="2100",4,32,33,30,7,51,45,15,80,22,28,139,17,
11/17/2025,="2115",4,14,25,27,8,43,35,25,83,24,21,149,14,
11/17/2025,="2130",4,13,27,26,2,36,34,17,73,13,29,142,5,
11/17/2025,="2145",4,17,24,16,5,35,44,14,70,16,28,143,8,
11/17/2025,="2200",4,15,15,11,8,28,25,15,65,13,16,117,12,
11/17/2025,="2215",4,12,16,18,5,22,29,12,50,4,5,87,5,
11/17/2025,="2230",4,6,16,12,5,32,18,14,40,17,13,88,8,
11/17/2025,="2245",4,3,14,8,4,21,24,12,38,7,12,78,10,
11/17/2025,="2300",4,2,4,6,3,21,26,3,35,9,8,73,2,
11/17/2025,="2315",4,5,7,8,6,11,17,3,48,8,4,53,2,
11/17/2025,="2330",4,3,6,5,4,8,15,2,19,4,2,68,2,
11/17/2025,="2345",4,0,9,5,0,13,18,4,17,4,6,40,1,
11/18/2025,="0000",4,6,5,4,1,6,10,2,20,3,3,39,1,
11/18/2025,="0015",4,3,2,1,0,6,12,2,19,0,3,45,4,
11/18/2025,="0030",4,2,3,5,2,3,10,0,9,3,6,27,1,
11/18/2025,="0045",4,3,3,3,3,3,6,4,12,0,7,26,3,
11/18/2025,="0100",4,2,1,3,2,3,4,0,11,0,1,17,2,
11/18/2025,="0115",4,1,1,1,1,2,0,2,7,1,1,11,3,
11/18/2025,="0130",4,0,1,1,0,1,5,1,9,1,2,17,1,
11/18/2025,="0145",4,1,1,0,2,0,1,2,7,0,0,18,0,
11/18/2025,="0200",4,2,0,0,0,0,1,3,14,1,0,6,0,
11/18/2025,="0215",4,0,3,1,0,1,4,2,12,1,3,19,1,
11/18/2025,="0230",4,0,6,1,0,1,3,1,7,0,1,15,1,
11/18/2025,="0245",4,0,1,0,0,0,3,1,8,0,0,11,0,
11/18/2025,="0300",4,0,6,0,1,1,3,1,7,2,1,11,0,
11/18/2025,="0315",4,0,1,2,0,4,3,0,5,0,2,7,0,
11/18/2025,="0330",4,1,4,4,4,4,1,0,7,0,2,8,1,
11/18/2025,="0345",4,0,3,1,3,3,0,0,9,2,1,2,1,
11/18/2025,="0400",4,2,4,0,1,0,3,0,6,3,3,6,1,
11/18/2025,="0415",4,0,0,0,2,4,0,0,13,3,0,7,3,
11/18/2025,="0430",4,0,2,1,1,5,1,2,21,2,5,10,1,
11/18/2025,="0445",4,1,3,3,3,2,0,3,22,6,3,10,5,
11/18/2025,="0500",4,0,4,3,0,2,7,5,22,2,4,16,6,
11/18/2025,="0515",4,0,3,3,4,9,8,0,35,7,4,15,1,
11/18/2025,="0530",4,3,6,15,2,19,7,4,50,7,7,15,7,
11/18/2025,="0545",4,3,10,10,0,16,4,12,75,12,8,9,8,
11/18/2025,="0600",4,2,10,16,6,10,5,5,73,19,4,24,12,
11/18/2025,="0615",4,4,18,19,3,8,14,8,105,14,7,30,9,
11/18/2025,="0630",4,8,20,18,4,11,14,20,139,18,3,42,8,
11/18/2025,="0645",4,7,29,42,7,15,23,29,167,20,8,59,15,
11/18/2025,="0700",4,7,26,33,8,18,16,16,164,23,16,69,16,
11/18/2025,="0715",4,11,28,41,6,23,20,20,221,66,16,87,17,
11/18/2025,="0730",4,15,41,50,8,46,23,31,281,46,15,103,13,
11/18/2025,="0745",4,12,48,64,8,29,30,20,267,54,16,97,35,
11/18/2025,="0800",4,6,41,79,14,63,24,46,315,35,33,148,25,
11/18/2025,="0815",4,17,102,95,26,64,31,46,323,31,33,132,41,
11/18/2025,="0830",4,31,111,105,32,95,31,58,298,22,24,141,32,
11/18/2025,="0845",4,22,106,135,42,94,44,48,254,18,27,154,32,
11/18/2025,="0900",4,37,108,125,34,68,36,51,249,23,32,143,33,
11/18/2025,="0915",4,30,101,105,32,57,22,45,268,34,30,127,23,
11/18/2025,="0930",4,27,102,99,31,52,41,34,291,38,29,142,27,
11/18/2025,="0945",4,36,95,85,23,61,40,51,264,47,36,120,19,
11/18/2025,="1000",4,32,82,52,21,46,40,44,235,55,39,150,19,
11/18/2025,="1015",4,25,85,46,19,60,30,47,188,43,24,136,14,
11/18/2025,="1030",4,23,66,39,19,52,37,44,221,45,22,151,17,
11/18/2025,="1045",4,39,78,29,16,51,36,31,202,43,27,135,11,
11/18/2025,="1100",4,25,77,45,15,53,36,35,189,38,21,153,18,
11/18/2025,="1115",4,23,68,55,24,50,32,40,220,46,19,153,19,
11/18/2025,="1130",4,35,58,35,35,55,49,25,205,45,28,177,16,
11/18/2025,="1145",4,22,64,40,22,74,34,39,226,36,33,171,18,
11/18/2025,="1200",4,36,62,41,35,70,36,34,187,32,43,176,17,
11/18/2025,="1215",4,28,51,45,24,65,35,28,204,34,38,185,19,
11/18/2025,="1230",4,32,50,38,31,55,53,35,205,56,29,165,27,
11/18/2025,="1245",4,33,63,61,33,69,47,37,197,50,43,216,25,
11/18/2025,="1300",4,22,52,36,23,78,54,46,189,50,35,185,21,
11/18/2025,="1315",4,33,66,45,27,71,48,30,154,51,34,210,12,
11/18/2025,="1330",4,41,58,47,29,65,51,39,216,46,42,194,22,
11/18/2025,="1345",4,35,73,44,21,86,46,38,186,39,27,200,17,
11/18/2025,="1400",4,44,45,41,15,68,51,33,206,39,31,237,12,
11/18/2025,="1415",4,31,64,43,33,71,54,46,191,39,52,198,18,
11/18/2025,="1430",4,40,48,34,20,76,44,48,184,32,32,187,23,
11/18/2025,="1445",4,25,47,43,25,87,59,44,204,36,44,233,21,
11/18/2025,="1500",4,53,65,36,21,78,61,35,197,40,40,230,18,
11/18/2025,="1515",4,46,49,33,30,91,38,38,220,36,53,238,16,
11/18/2025,="1530",4,39,50,38,37,84,55,35,206,36,47,235,19,
11/18/2025,="1545",4,44,60,35,16,73,58,43,185,40,56,233,17,
11/18/2025,="1600",4,37,70,47,35,107,42,37,175,56,51,257,16,
11/18/2025,="1615",4,32,75,36,31,111,47,45,193,64,54,257,24,
11/18/2025,="1630",4,50,58,38,37,91,55,43,182,57,57,242,21,
11/18/2025,="1645",4,47,48,39,29,87,52,71,188,38,89,269,19,
11/18/2025,="1700",4,44,30,47,41,54,56,88,143,46,82,238,23,
11/18/2025,="1715",4,49,24,27,47,59,55,42,193,37,125,219,32,
11/18/2025,="1730",4,45,65,45,41,84,53,26,199,59,104,249,35,
